"name","technology","fuel","nameplate_capacity_mw","status","planning_status","country","admin_division_level_1","date_commercial_operation","date_end_operation","geom_point","latitude","longitude","geom_area","website","note","pv_module_oem","pv_module_model","pv_module_type","pv_module_rating_w","pv_module_qty","inverter_oem","inverter_model","inverter_type","inverter_rating_w","inverter_qty","array_structure_oem","array_structure_model","array_structure_type"
Wagga North Solar Farm,Solar PV - Single axis tracking,Solar - Solar,55.65,Operational,,Australia,New South Wales,2023-01-07,,POINT (147.4370662 -35.0705443),-35.0705443,147.4370662,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wagga Wagga Solar Farm,Solar PV - Fixed,Solar - Solar,30.0,Development,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Walla Walla Solar Farm 1,Solar PV - Single axis tracking,Solar - Solar,151.97,Development,,Australia,New South Wales,2024-01-05,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Walla Walla Solar Farm 2,Solar PV - Single axis tracking,Solar - Solar,151.97,Development,,Australia,New South Wales,2024-01-05,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wallaroo Solar Farm,Solar PV - Single axis tracking,Solar - Solar,122.4,Development,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wandoan South Solar Stage 1,Solar PV - Single axis tracking,Solar - Solar,160.0,Construction,,Australia,Queensland,2023-01-08,,POINT (149.7920504 -26.25255257),-26.25255257,149.7920504,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wandoan South Solar Stage 2,Solar PV - Single axis tracking,Solar - Solar,240.0,Development,,Australia,Queensland,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wangaratta Solar Farm,Solar PV - Single axis tracking,Solar - Solar,26.4,Development,,Australia,Victoria,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Warwick Solar Farm,Solar PV - Single axis tracking,Solar - Solar,32.1,Operational,,Australia,Queensland,2023-01-04,,POINT (152.0700507 -28.1803441),-28.1803441,152.0700507,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Warwick Solar Farm,Solar PV - Single axis tracking,Solar - Solar,32.1,Operational,,Australia,Queensland,2023-01-04,,POINT (152.0700507 -28.1803441),-28.1803441,152.0700507,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wattle Creek Energy Hub - Solar,Solar PV - Fixed,Solar - Solar,265.0,Development,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wellington North Solar Farm,Solar PV - Fixed,Solar - Solar,,Development,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wellington North Solar Farm (Lightsource),Solar PV - Single axis tracking,Solar - Solar,436.8,Development,,Australia,New South Wales,2024-01-10,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wellington Solar Farm,Solar PV - Single axis tracking,Solar - Solar,216.08,Operational,,Australia,New South Wales,2023-01-05,,POINT (148.960518 -32.515612),-32.515612,148.960518,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wemen Solar Farm,Solar PV - Single axis tracking,Solar - Solar,97.5,Operational,,Australia,Victoria,2019-01-03,,POINT (142.54565369 -34.8026763),-34.8026763,142.5456537,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
West Mokoan Solar Farm,Solar PV - Single axis tracking,Solar - Solar,400.0,Development,,Australia,Victoria,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
West Wyalong Solar Farm,Solar PV - Single axis tracking,Solar - Solar,105.27,Operational,,Australia,New South Wales,2022-01-12,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Western Downs Green Power Hub P/L,Solar PV - Single axis tracking,Solar - Solar,399.97,Operational,,Australia,Queensland,2023-01-01,,POINT (150.67891 -26.95839),-26.95839,150.67891,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
White Rock Solar Farm,Solar PV - Fixed,Solar - Solar,20.0,Operational,,Australia,New South Wales,,,POINT (151.55354553 -29.76476312),-29.76476312,151.5535455,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Whitsunday Solar Farm,Solar PV - Single axis tracking,Solar - Solar,57.5,Operational,,Australia,Queensland,,,POINT (147.74806297 -20.49488275),-20.49488275,147.748063,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Whyalla,Solar PV - Fixed,Solar - Solar,140.0,Development,,Australia,South Australia,,,POINT (148.339616 -23.031527),-23.031527,148.339616,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Willavale Solar Farm,Solar PV - Fixed,Solar - Solar,50.0,Development,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Williamsdale Solar Farm,Solar PV - Single axis tracking,Solar - Solar,6.8,Operational,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Willowvale Solar Farm,Solar PV - Fixed,Solar - Solar,200.0,Development,,Australia,Victoria,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Winton Solar Farm,Solar PV - Single axis tracking,Solar - Solar,85.0,Operational,,Australia,Victoria,,,POINT (146.124359 -36.504076),-36.504076,146.124359,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wodonga Solar Farm,Solar PV - Single axis tracking,Solar - Solar,76.0,Development,,Australia,Victoria,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wollar Solar Farm,Solar PV - Single axis tracking,Solar - Solar,280.0,Development,,Australia,New South Wales,2024-01-06,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wooderson Solar Farm,Solar PV - Single axis tracking,Solar - Solar,400.05,Development,,Australia,Queensland,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Woodstock Renewable Energy Hub - Solar,Solar PV - Fixed,Solar - Solar,528.0,Development,,Australia,Queensland,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Woolcock Centre,Solar PV - Fixed,Solar - Solar,0.3,Operational,,Australia,Queensland,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Woolooga Solar Farm,Solar PV - Single axis tracking,Solar - Solar,222.5,Development,,Australia,Queensland,2022-01-09,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wunghnu Solar Farm,Solar PV - Single axis tracking,Solar - Solar,93.5,Development,,Australia,Victoria,2024-01-08,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Wyalong Solar Farm,Solar PV - Single axis tracking,Solar - Solar,62.32,Operational,,Australia,New South Wales,2024-01-01,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
X-Elio - Sixteen Mile SF BESS,Solar PV - Single axis tracking,Solar - Solar,350.0,Development,,Australia,Queensland,,,POINT (150.650392 -26.945539),-26.945539,150.650392,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yabulu Solar Farm,Solar PV - Single axis tracking,Solar - Solar,92.4,Development,,Australia,Queensland,2025-01-03,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yalumba Winery Solar system (Angaston),Solar PV - Fixed,Solar - Solar,1.14,Operational,,Australia,South Australia,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yalumba Winery Solar system (Oxford Landing),Solar PV - Fixed,Solar - Solar,0.2,Operational,,Australia,South Australia,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yanco Solar Farm,Solar PV - Single axis tracking,Solar - Solar,60.0,Development,,Australia,New South Wales,2026-01-01,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yarrabee Solar Power Project,Solar PV - Single axis tracking,Solar - Solar,584.43,Development,,Australia,New South Wales,2029-01-07,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yarranlea Solar Farm,Solar PV - Single axis tracking,Solar - Solar,102.96,Operational,,Australia,Queensland,2021-01-09,,POINT (151.54123 -27.70637),-27.70637,151.54123,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yass Solar Farm,Solar PV - Fixed,Solar - Solar,80.0,Development,,Australia,New South Wales,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Yatpool Solar Farm,Solar PV - Single axis tracking,Solar - Solar,94.0,Operational,,Australia,Victoria,,,POINT (142.1735493 -34.396293),-34.396293,142.1735493,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
Zilzie Winery Solar System,Solar PV - Fixed,Solar - Solar,0.11,Operational,,Australia,Victoria,,,,,,,,,{},{},{},{},,{},{},{},{},{},{},{},{}
